country,year,fossil_fuel_consumption
Africa,1965,675.202
Africa,1966,704.27
Africa,1967,710.059
Africa,1968,744.596
Africa,1969,757.316
Africa,1970,811.332
Africa,1971,875.723
Africa,1972,919.611
Africa,1973,998.266
Africa,1974,1039.903
Africa,1975,1102.39
Africa,1976,1194.641
Africa,1977,1255.128
Africa,1978,1307.552
Africa,1979,1427.264
Africa,1980,1548.626
Africa,1981,1749.783
Africa,1982,1874.441
Africa,1983,1949.226
Africa,1984,2004.837
Africa,1985,2073.333
Africa,1986,2103.083
Africa,1987,2190.264
Africa,1988,2330.396
Africa,1989,2324.647
Africa,1990,2412.063
Africa,1991,2397.069
Africa,1992,2444.041
Africa,1993,2460.243
Africa,1994,2540.244
Africa,1995,2639.589
Africa,1996,2702.619
Africa,1997,2757.126
Africa,1998,2791.333
Africa,1999,2874.499
Africa,2000,2928.547
Africa,2001,3033.457
Africa,2002,3061.847
Africa,2003,3229.692
Africa,2004,3473.607
Africa,2005,3488.187
Africa,2006,3554.957
Africa,2007,3692.005
Africa,2008,3923.006
Africa,2009,3988.265
Africa,2010,4097.205
Africa,2011,4125.856
Africa,2012,4303.697
Africa,2013,4412.846
Africa,2014,4520.241
Africa,2015,4639.401
Africa,2016,4765.635
Africa,2017,4869.091
Africa,2018,4965.162
Africa,2019,5057.132
Africa,2020,4740.021
Africa,2021,5052.782
Africa,2022,5058.223
Algeria,1965,23.65
Algeria,1966,28.783
Algeria,1967,27.035
Algeria,1968,28.68
Algeria,1969,32.472
Algeria,1970,35.044
Algeria,1971,38.757
Algeria,1972,43.184
Algeria,1973,51.027
Algeria,1974,57.439
Algeria,1975,69.4
Algeria,1976,80.952
Algeria,1977,89.417
Algeria,1978,112.622
Algeria,1979,147.68
Algeria,1980,176.383
Algeria,1981,214.104
Algeria,1982,246.696
Algeria,1983,270.272
Algeria,1984,258.86
Algeria,1985,260.386
Algeria,1986,276.751
Algeria,1987,283.693
Algeria,1988,304.881
Algeria,1989,296.4
Algeria,1990,314.575
Algeria,1991,311.229
Algeria,1992,319.638
Algeria,1993,296.951
Algeria,1994,301.43
Algeria,1995,312.574
Algeria,1996,309.526
Algeria,1997,297.638
Algeria,1998,307.713
Algeria,1999,310.834
Algeria,2000,299.786
Algeria,2001,310.61
Algeria,2002,321.784
Algeria,2003,336.154
Algeria,2004,349.055
Algeria,2005,364.681
Algeria,2006,378.601
Algeria,2007,399.001
Algeria,2008,422.762
Algeria,2009,447.904
Algeria,2010,438.489
Algeria,2011,463.396
Algeria,2012,506.532
Algeria,2013,536.629
Algeria,2014,584.925
Algeria,2015,616.92
Algeria,2016,616.096
Algeria,2017,622.254
Algeria,2018,667.688
Algeria,2019,692.301
Algeria,2020,646.949
Algeria,2021,701.279
Algeria,2022,682.865
Argentina,1965,324.905
Argentina,1966,335.505
Argentina,1967,345.275
Argentina,1968,356.416
Argentina,1969,368.939
Argentina,1970,348.703
Argentina,1971,369.981
Argentina,1972,374.762
Argentina,1973,387.403
Argentina,1974,394.374
Argentina,1975,379.864
Argentina,1976,400.392
Argentina,1977,419.557
Argentina,1978,410.799
Argentina,1979,435.202
Argentina,1980,420.292
Argentina,1981,406.272
Argentina,1982,408.82
Argentina,1983,421.144
Argentina,1984,415.029
Argentina,1985,403.804
Argentina,1986,430.098
Argentina,1987,448.359
Argentina,1988,478.772
Argentina,1989,467.809
Argentina,1990,439.559
Argentina,1991,451.996
Argentina,1992,482.131
Argentina,1993,485.263
Argentina,1994,504.392
Argentina,1995,529.436
Argentina,1996,568.775
Argentina,1997,558.979
Argentina,1998,588.233
Argentina,1999,611.693
Argentina,2000,595.418
Argentina,2001,553.856
Argentina,2002,531.831
Argentina,2003,579.387
Argentina,2004,632.297
Argentina,2005,670.516
Argentina,2006,697.754
Argentina,2007,754.091
Argentina,2008,765.599
Argentina,2009,730.004
Argentina,2010,761.782
Argentina,2011,792.928
Argentina,2012,830.823
Argentina,2013,857.796
Argentina,2014,857.357
Argentina,2015,870.15
Argentina,2016,870.194
Argentina,2017,867.003
Argentina,2018,855.356
Argentina,2019,795.546
Argentina,2020,737.523
Argentina,2021,831.493
Argentina,2022,854.012
Asia,1965,4932.085
Asia,1966,5368.893
Asia,1967,5672.694
Asia,1968,6107.931
Asia,1969,6985.958
Asia,1970,7955.136
Asia,1971,8727.715
Asia,1972,9286.971
Asia,1973,10144.659
Asia,1974,10292.33
Asia,1975,10630.164
Asia,1976,11241.317
Asia,1977,12062.631
Asia,1978,12835.682
Asia,1979,13506.05
Asia,1980,13440.79
Asia,1981,13581.037
Asia,1982,13843.374
Asia,1983,14549.195
Asia,1984,15719.047
Asia,1985,18350.271
Asia,1986,19139.432
Asia,1987,20170.758
Asia,1988,21590.461
Asia,1989,22651.953
Asia,1990,23514.73
Asia,1991,24451.484
Asia,1992,25606.646
Asia,1993,26537.854
Asia,1994,27968.141
Asia,1995,29074.594
Asia,1996,30419.504
Asia,1997,31306.143
Asia,1998,31205.275
Asia,1999,32327.547
Asia,2000,33615.695
Asia,2001,34743.707
Asia,2002,36539.996
Asia,2003,39765.371
Asia,2004,43381.961
Asia,2005,46798.922
Asia,2006,49443.902
Asia,2007,52644.973
Asia,2008,54172.832
Asia,2009,55388.23
Asia,2010,58715.59
Asia,2011,62145.484
Asia,2012,64340.32
Asia,2013,65665.648
Asia,2014,67035.43
Asia,2015,67970.461
Asia,2016,68762.789
Asia,2017,70709.234
Asia,2018,72799.266
Asia,2019,74179.656
Asia,2020,73060.922
Asia,2021,76519.594
Asia,2022,77566.508
Australia,1965,402.077
Australia,1966,423.476
Australia,1967,449.677
Australia,1968,477.284
Australia,1969,495.852
Australia,1970,539.194
Australia,1971,563.941
Australia,1972,591.038
Australia,1973,631.948
Australia,1974,669.507
Australia,1975,678.316
Australia,1976,705.69
Australia,1977,744.55
Australia,1978,766.533
Australia,1979,797.832
Australia,1980,803.197
Australia,1981,815.502
Australia,1982,810.51
Australia,1983,783.714
Australia,1984,812.199
Australia,1985,834.892
Australia,1986,851.962
Australia,1987,879.426
Australia,1988,918.73
Australia,1989,967.35
Australia,1990,986.991
Australia,1991,976.706
Australia,1992,992.875
Australia,1993,1013.434
Australia,1994,1055.42
Australia,1995,1105.36
Australia,1996,1137.8
Australia,1997,1166.821
Australia,1998,1196.007
Australia,1999,1245.338
Australia,2000,1253.194
Australia,2001,1264.47
Australia,2002,1288.995
Australia,2003,1306.224
Australia,2004,1347.753
Australia,2005,1349.514
Australia,2006,1408.571
Australia,2007,1446.271
Australia,2008,1475.357
Australia,2009,1450.366
Australia,2010,1443.765
Australia,2011,1469.942
Australia,2012,1448.736
Australia,2013,1454.284
Australia,2014,1472.994
Australia,2015,1500.939
Australia,2016,1491.312
Australia,2017,1493.95
Australia,2018,1490.901
Australia,2019,1531.156
Australia,2020,1415.129
Australia,2021,1387.223
Australia,2022,1421.068
Austria,1965,141.941
Austria,1966,147.077
Austria,1967,148.031
Austria,1968,160.469
Austria,1969,172.492
Austria,1970,191.196
Austria,1971,203.347
Austria,1972,210.707
Austria,1973,224.709
Austria,1974,215.802
Austria,1975,210.701
Austria,1976,230.081
Austria,1977,217.907
Austria,1978,230.44
Austria,1979,239.135
Austria,1980,234.796
Austria,1981,220.305
Austria,1982,209.962
Austria,1983,209.993
Austria,1984,218.075
Austria,1985,221.793
Austria,1986,220.942
Austria,1987,226.486
Austria,1988,221.396
Austria,1989,223.709
Austria,1990,238.275
Austria,1991,254.541
Austria,1992,238.591
Austria,1993,239.135
Austria,1994,240.442
Austria,1995,251.358
Austria,1996,261.107
Austria,1997,262.825
Austria,1998,265.213
Austria,1999,264.264
Austria,2000,262.425
Austria,2001,280.447
Austria,2002,282.885
Austria,2003,307.114
Austria,2004,302.397
Austria,2005,306.634
Austria,2006,300.716
Austria,2007,284.412
Austria,2008,288.421
Austria,2009,267.23
Austria,2010,287.39
Austria,2011,275.227
Austria,2012,265.732
Austria,2013,266.151
Austria,2014,250.132
Austria,2015,256.637
Austria,2016,262.339
Austria,2017,273.11
Austria,2018,267.331
Austria,2019,276.533
Austria,2020,247.937
Austria,2021,257.993
Austria,2022,241.898
Azerbaijan,1985,231.069
Azerbaijan,1986,250.456
Azerbaijan,1987,242.644
Azerbaijan,1988,243.14
Azerbaijan,1989,247.987
Azerbaijan,1990,255.649
Azerbaijan,1991,245.149
Azerbaijan,1992,209.227
Azerbaijan,1993,178.807
Azerbaijan,1994,165.453
Azerbaijan,1995,156.047
Azerbaijan,1996,127.196
Azerbaijan,1997,121.092
Azerbaijan,1998,120.876
Azerbaijan,1999,121.9
Azerbaijan,2000,127.519
Azerbaijan,2001,123.405
Azerbaijan,2002,119.713
Azerbaijan,2003,128.872
Azerbaijan,2004,145.959
Azerbaijan,2005,158.22
Azerbaijan,2006,156.927
Azerbaijan,2007,144.387
Azerbaijan,2008,146.121
Azerbaijan,2009,124.404
Azerbaijan,2010,119.375
Azerbaijan,2011,139.215
Azerbaijan,2012,146.175
Azerbaijan,2013,150.376
Azerbaijan,2014,153.474
Azerbaijan,2015,167.28
Azerbaijan,2016,164.81
Azerbaijan,2017,162.238
Azerbaijan,2018,166.29
Azerbaijan,2019,174.72
Azerbaijan,2020,179.605
Azerbaijan,2021,191.648
Azerbaijan,2022,189.331
Bangladesh,1971,12.889
Bangladesh,1972,14.673
Bangladesh,1973,18.501
Bangladesh,1974,20.028
Bangladesh,1975,20.042
Bangladesh,1976,23.432
Bangladesh,1977,24.146
Bangladesh,1978,25.528
Bangladesh,1979,28.059
Bangladesh,1980,33.026
Bangladesh,1981,34.992
Bangladesh,1982,39.095
Bangladesh,1983,38.233
Bangladesh,1984,40.79
Bangladesh,1985,46.089
Bangladesh,1986,51.206
Bangladesh,1987,56.456
Bangladesh,1988,62.58
Bangladesh,1989,66.894
Bangladesh,1990,71.242
Bangladesh,1991,68.777
Bangladesh,1992,75.357
Bangladesh,1993,83.638
Bangladesh,1994,88.186
Bangladesh,1995,106.009
Bangladesh,1996,110.017
Bangladesh,1997,115.765
Bangladesh,1998,123.001
Bangladesh,1999,124.522
Bangladesh,2000,133.906
Bangladesh,2001,152.668
Bangladesh,2002,153.837
Bangladesh,2003,162.741
Bangladesh,2004,172.915
Bangladesh,2005,187.493
Bangladesh,2006,203.058
Bangladesh,2007,208.02
Bangladesh,2008,219.569
Bangladesh,2009,242.426
Bangladesh,2010,248.015
Bangladesh,2011,268.757
Bangladesh,2012,292.377
Bangladesh,2013,304.343
Bangladesh,2014,316.264
Bangladesh,2015,382.249
Bangladesh,2016,383.013
Bangladesh,2017,400.093
Bangladesh,2018,427.451
Bangladesh,2019,479.639
Bangladesh,2020,454.184
Bangladesh,2021,476.127
Bangladesh,2022,494.742
Belarus,1985,407.985
Belarus,1986,465.779
Belarus,1987,472.56
Belarus,1988,479.346
Belarus,1989,463.602
Belarus,1990,465.913
Belarus,1991,464.853
Belarus,1992,403.105
Belarus,1993,337.056
Belarus,1994,281.757
Belarus,1995,250.647
Belarus,1996,257.091
Belarus,1997,260.039
Belarus,1998,254.268
Belarus,1999,247.36
Belarus,2000,254.98
Belarus,2001,247.872
Belarus,2002,256.441
Belarus,2003,254.505
Belarus,2004,284.983
Belarus,2005,284.044
Belarus,2006,302.038
Belarus,2007,294.627
Belarus,2008,298.36
Belarus,2009,282.006
Belarus,2010,305.462
Belarus,2011,299.984
Belarus,2012,324.441
Belarus,2013,293.895
Belarus,2014,294.046
Belarus,2015,266.076
Belarus,2016,271.691
Belarus,2017,275.749
Belarus,2018,305.329
Belarus,2019,306.476
Belarus,2020,282.934
Belarus,2021,288.32
Belarus,2022,282.16
Belgium,1965,412.137
Belgium,1966,396.958
Belgium,1967,416.684
Belgium,1968,464.522
Belgium,1969,510.032
Belgium,1970,538.702
Belgium,1971,528.938
Belgium,1972,562.169
Belgium,1973,569.234
Belgium,1974,549.308
Belgium,1975,497.963
Belgium,1976,520.598
Belgium,1977,515.274
Belgium,1978,537.719
Belgium,1979,557.258
Belgium,1980,528.719
Belgium,1981,499.754
Belgium,1982,469.302
Belgium,1983,429.504
Belgium,1984,441.641
Belgium,1985,445.17
Belgium,1986,448.549
Belgium,1987,457.858
Belgium,1988,466.242
Belgium,1989,476.084
Belgium,1990,498.421
Belgium,1991,519.606
Belgium,1992,516.315
Belgium,1993,510.658
Belgium,1994,546.805
Belgium,1995,552.721
Belgium,1996,589.182
Belgium,1997,584.938
Belgium,1998,602.064
Belgium,1999,588.424
Belgium,2000,603.482
Belgium,2001,602.887
Belgium,2002,597.305
Belgium,2003,626.13
Belgium,2004,629.156
Belgium,2005,618.787
Belgium,2006,621.708
Belgium,2007,621.806
Belgium,2008,639.172
Belgium,2009,571.008
Belgium,2010,612.624
Belgium,2011,556.806
Belgium,2012,543.644
Belgium,2013,552.079
Belgium,2014,523.214
Belgium,2015,545.295
Belgium,2016,551.696
Belgium,2017,557.653
Belgium,2018,587.776
Belgium,2019,568.682
Belgium,2020,505.117
Belgium,2021,541.558
Belgium,2022,498.515
Brazil,1965,198.422
Brazil,1966,216.262
Brazil,1967,223.268
Brazil,1968,263.15
Brazil,1969,289.142
Brazil,1970,330.425
Brazil,1971,371.976
Brazil,1972,420.528
Brazil,1973,502.463
Brazil,1974,557.328
Brazil,1975,579.587
Brazil,1976,624.277
Brazil,1977,646.951
Brazil,1978,712.64
Brazil,1979,760.163
Brazil,1980,746.721
Brazil,1981,719.569
Brazil,1982,739.077
Brazil,1983,708.712
Brazil,1984,729.179
Brazil,1985,770.724
Brazil,1986,827.373
Brazil,1987,853.664
Brazil,1988,857.704
Brazil,1989,874.9
Brazil,1990,862.29
Brazil,1991,880.688
Brazil,1992,884.555
Brazil,1993,925.208
Brazil,1994,980.302
Brazil,1995,1049.99
Brazil,1996,1121.231
Brazil,1997,1209.293
Brazil,1998,1248.093
Brazil,1999,1264.015
Brazil,2000,1339.321
Brazil,2001,1371.323
Brazil,2002,1367.077
Brazil,2003,1360.113
Brazil,2004,1433.446
Brazil,2005,1454.032
Brazil,2006,1487.402
Brazil,2007,1559.18
Brazil,2008,1648.513
Brazil,2009,1554.695
Brazil,2010,1749.447
Brazil,2011,1806.344
Brazil,2012,1935.516
Brazil,2013,2046.477
Brazil,2014,2139.918
Brazil,2015,2070.909
Brazil,2016,1916.32
Brazil,2017,1945.812
Brazil,2018,1857.108
Brazil,2019,1838.441
Brazil,2020,1706.122
Brazil,2021,1930.015
Brazil,2022,1873.124
Bulgaria,1965,114.012
Bulgaria,1966,122.622
Bulgaria,1967,143.362
Bulgaria,1968,163.079
Bulgaria,1969,180.63
Bulgaria,1970,202.995
Bulgaria,1971,211.58
Bulgaria,1972,218.123
Bulgaria,1973,225.474
Bulgaria,1974,231.247
Bulgaria,1975,250.812
Bulgaria,1976,258.113
Bulgaria,1977,268.995
Bulgaria,1978,281.251
Bulgaria,1979,290.927
Bulgaria,1980,307.519
Bulgaria,1981,294.461
Bulgaria,1982,299.615
Bulgaria,1983,296.56
Bulgaria,1984,293.673
Bulgaria,1985,293.004
Bulgaria,1986,302.508
Bulgaria,1987,303.505
Bulgaria,1988,301.207
Bulgaria,1989,302.0
Bulgaria,1990,277.976
Bulgaria,1991,218.482
Bulgaria,1992,208.685
Bulgaria,1993,218.669
Bulgaria,1994,206.194
Bulgaria,1995,217.253
Bulgaria,1996,212.059
Bulgaria,1997,198.695
Bulgaria,1998,190.237
Bulgaria,1999,164.306
Bulgaria,2000,158.017
Bulgaria,2001,164.595
Bulgaria,2002,155.022
Bulgaria,2003,168.577
Bulgaria,2004,162.37
Bulgaria,2005,172.514
Bulgaria,2006,175.432
Bulgaria,2007,184.773
Bulgaria,2008,179.453
Bulgaria,2009,150.882
Bulgaria,2010,154.662
Bulgaria,2011,170.472
Bulgaria,2012,156.513
Bulgaria,2013,140.885
Bulgaria,2014,148.925
Bulgaria,2015,159.541
Bulgaria,2016,151.685
Bulgaria,2017,160.054
Bulgaria,2018,150.332
Bulgaria,2019,146.88
Bulgaria,2020,130.933
Bulgaria,2021,150.009
Bulgaria,2022,161.341
Canada,1965,1039.488
Canada,1966,1090.938
Canada,1967,1149.846
Canada,1968,1240.243
Canada,1969,1298.412
Canada,1970,1398.011
Canada,1971,1434.642
Canada,1972,1516.706
Canada,1973,1633.67
Canada,1974,1658.759
Canada,1975,1654.568
Canada,1976,1716.395
Canada,1977,1806.412
Canada,1978,1796.423
Canada,1979,1833.966
Canada,1980,1856.985
Canada,1981,1789.417
Canada,1982,1736.721
Canada,1983,1669.3
Canada,1984,1764.493
Canada,1985,1782.314
Canada,1986,1758.202
Canada,1987,1815.983
Canada,1988,1944.692
Canada,1989,2032.37
Canada,1990,1916.016
Canada,1991,1860.179
Canada,1992,1928.26
Canada,1993,1946.971
Canada,1994,2009.356
Canada,1995,2095.4
Canada,1996,2139.88
Canada,1997,2201.377
Canada,1998,2231.21
Canada,1999,2293.156
Canada,2000,2356.577
Canada,2001,2350.008
Canada,2002,2428.989
Canada,2003,2495.393
Canada,2004,2508.973
Canada,2005,2469.933
Canada,2006,2464.582
Canada,2007,2579.457
Canada,2008,2505.881
Canada,2009,2391.977
Canada,2010,2469.195
Canada,2011,2532.39
Canada,2012,2525.139
Canada,2013,2571.458
Canada,2014,2600.671
Canada,2015,2610.263
Canada,2016,2538.53
Canada,2017,2579.988
Canada,2018,2644.456
Canada,2019,2636.076
Canada,2020,2387.842
Canada,2021,2450.428
Canada,2022,2508.757
Chile,1965,60.741
Chile,1966,65.35
Chile,1967,66.606
Chile,1968,68.317
Chile,1969,73.097
Chile,1970,77.008
Chile,1971,82.678
Chile,1972,81.82
Chile,1973,79.035
Chile,1974,76.962
Chile,1975,67.776
Chile,1976,70.418
Chile,1977,73.515
Chile,1978,76.371
Chile,1979,81.253
Chile,1980,83.367
Chile,1981,83.132
Chile,1982,73.835
Chile,1983,75.452
Chile,1984,78.387
Chile,1985,76.544
Chile,1986,78.29
Chile,1987,81.05
Chile,1988,95.539
Chile,1989,115.622
Chile,1990,126.167
Chile,1991,132.825
Chile,1992,139.13
Chile,1993,148.73
Chile,1994,159.554
Chile,1995,171.788
Chile,1996,190.402
Chile,1997,219.48
Chile,1998,230.643
Chile,1999,248.339
Chile,2000,246.58
Chile,2001,244.261
Chile,2002,247.417
Chile,2003,251.507
Chile,2004,277.375
Chile,2005,278.36
Chile,2006,284.811
Chile,2007,297.506
Chile,2008,289.555
Chile,2009,273.006
Chile,2010,291.756
Chile,2011,314.428
Chile,2012,327.243
Chile,2013,335.986
Chile,2014,326.022
Chile,2015,323.492
Chile,2016,346.341
Chile,2017,349.837
Chile,2018,354.328
Chile,2019,362.767
Chile,2020,328.056
Chile,2021,360.715
Chile,2022,357.137
China,1965,1470.854
China,1966,1602.817
China,1967,1443.752
China,1968,1449.068
China,1969,1776.409
China,1970,2290.621
China,1971,2714.149
China,1972,2921.401
China,1973,3077.997
China,1974,3163.529
China,1975,3551.485
China,1976,3744.146
China,1977,4088.734
China,1978,4504.213
China,1979,4628.246
China,1980,4655.374
China,1981,4570.128
China,1982,4756.829
China,1983,5042.164
China,1984,5428.434
China,1985,5877.182
China,1986,6164.527
China,1987,6654.468
China,1988,7144.303
China,1989,7486.303
China,1990,7563.272
China,1991,7968.69
China,1992,8386.55
China,1993,9003.102
China,1994,9509.277
China,1995,9741.276
China,1996,10305.78
China,1997,10351.442
China,1998,10363.471
China,1999,10752.908
China,2000,11085.259
China,2001,11595.461
China,2002,12657.19
China,2003,14859.567
China,2004,17332.893
China,2005,19713.344
China,2006,21612.988
China,2007,23448.26
China,2008,23943.34
China,2009,25087.559
China,2010,26643.771
China,2011,28885.965
China,2012,29585.432
China,2013,30528.387
China,2014,30830.85
China,2015,30885.832
China,2016,30593.768
China,2017,31511.137
China,2018,32726.068
China,2019,33921.184
China,2020,34753.18
China,2021,36318.707
China,2022,36138.059
Colombia,1965,87.194
Colombia,1966,98.285
Colombia,1967,102.882
Colombia,1968,105.823
Colombia,1969,105.702
Colombia,1970,115.535
Colombia,1971,113.019
Colombia,1972,131.154
Colombia,1973,124.299
Colombia,1974,138.662
Colombia,1975,126.253
Colombia,1976,131.373
Colombia,1977,136.135
Colombia,1978,139.834
Colombia,1979,143.431
Colombia,1980,147.29
Colombia,1981,150.587
Colombia,1982,153.241
Colombia,1983,163.436
Colombia,1984,160.881
Colombia,1985,164.072
Colombia,1986,166.033
Colombia,1987,181.673
Colombia,1988,177.714
Colombia,1989,184.416
Colombia,1990,170.302
Colombia,1991,176.324
Colombia,1992,201.537
Colombia,1993,208.574
Colombia,1994,220.176
Colombia,1995,227.61
Colombia,1996,230.67
Colombia,1997,247.554
Colombia,1998,253.802
Colombia,1999,221.763
Colombia,2000,221.474
Colombia,2001,222.343
Colombia,2002,216.208
Colombia,2003,216.349
Colombia,2004,227.413
Colombia,2005,220.059
Colombia,2006,261.502
Colombia,2007,263.738
Colombia,2008,275.289
Colombia,2009,282.667
Colombia,2010,303.138
Colombia,2011,298.923
Colombia,2012,329.327
Colombia,2013,352.07
Colombia,2014,375.773
Colombia,2015,349.089
Colombia,2016,404.981
Colombia,2017,383.187
Colombia,2018,392.416
Colombia,2019,401.762
Colombia,2020,363.883
Colombia,2021,396.199
Colombia,2022,421.337
Czechia,1965,462.179
Czechia,1966,466.064
Czechia,1967,459.334
Czechia,1968,480.554
Czechia,1969,501.992
Czechia,1970,521.814
Czechia,1971,550.129
Czechia,1972,553.108
Czechia,1973,556.968
Czechia,1974,560.793
Czechia,1975,583.936
Czechia,1976,601.453
Czechia,1977,619.832
Czechia,1978,628.991
Czechia,1979,634.329
Czechia,1980,613.742
Czechia,1981,610.131
Czechia,1982,604.066
Czechia,1983,604.516
Czechia,1984,622.948
Czechia,1985,619.767
Czechia,1986,615.558
Czechia,1987,615.602
Czechia,1988,616.379
Czechia,1989,595.905
Czechia,1990,507.601
Czechia,1991,459.994
Czechia,1992,444.054
Czechia,1993,438.495
Czechia,1994,424.269
Czechia,1995,444.114
Czechia,1996,459.45
Czechia,1997,439.893
Czechia,1998,424.468
Czechia,1999,403.444
Czechia,2000,428.373
Czechia,2001,435.464
Czechia,2002,424.654
Czechia,2003,436.258
Czechia,2004,446.547
Czechia,2005,442.445
Czechia,2006,447.798
Czechia,2007,442.393
Czechia,2008,429.71
Czechia,2009,403.889
Czechia,2010,419.103
Czechia,2011,402.461
Czechia,2012,392.822
Czechia,2013,379.33
Czechia,2014,370.31
Czechia,2015,370.132
Czechia,2016,371.338
Czechia,2017,386.322
Czechia,2018,381.955
Czechia,2019,368.216
Czechia,2020,332.543
Czechia,2021,354.465
Czechia,2022,352.195
Denmark,1983,189.829
Denmark,1984,193.0
Denmark,1985,217.461
Denmark,1986,222.025
Denmark,1987,213.845
Denmark,1988,211.091
Denmark,1989,194.078
Denmark,1990,199.403
Denmark,1991,229.457
Denmark,1992,213.685
Denmark,1993,225.84
Denmark,1994,242.767
Denmark,1995,237.984
Denmark,1996,283.547
Denmark,1997,254.106
Denmark,1998,241.829
Denmark,1999,232.789
Denmark,2000,219.737
Denmark,2001,219.657
Denmark,2002,216.425
Denmark,2003,231.08
Denmark,2004,213.308
Denmark,2005,198.457
Denmark,2006,224.265
Denmark,2007,208.29
Denmark,2008,196.978
Denmark,2009,185.035
Denmark,2010,191.202
Denmark,2011,171.636
Denmark,2012,154.032
Denmark,2013,159.758
Denmark,2014,146.591
Denmark,2015,139.106
Denmark,2016,143.523
Denmark,2017,134.884
Denmark,2018,135.577
Denmark,2019,125.217
Denmark,2020,103.269
Denmark,2021,111.881
Denmark,2022,107.875
Egypt,1965,86.552
Egypt,1966,91.066
Egypt,1967,76.769
Egypt,1968,80.244
Egypt,1969,61.575
Egypt,1970,77.566
Egypt,1971,79.067
Egypt,1972,89.026
Egypt,1973,83.335
Egypt,1974,93.951
Egypt,1975,104.203
Egypt,1976,124.958
Egypt,1977,134.547
Egypt,1978,140.99
Egypt,1979,157.672
Egypt,1980,182.677
Egypt,1981,210.895
Egypt,1982,237.975
Egypt,1983,261.788
Egypt,1984,288.637
Egypt,1985,301.799
Egypt,1986,309.786
Egypt,1987,330.107
Egypt,1988,335.77
Egypt,1989,353.415
Egypt,1990,361.893
Egypt,1991,367.111
Egypt,1992,363.648
Egypt,1993,363.069
Egypt,1994,381.505
Egypt,1995,404.726
Egypt,1996,427.319
Egypt,1997,445.694
Egypt,1998,464.514
Egypt,1999,497.11
Egypt,2000,526.371
Egypt,2001,550.442
Egypt,2002,568.773
Egypt,2003,607.635
Egypt,2004,643.623
Egypt,2005,661.748
Egypt,2006,698.543
Egypt,2007,742.501
Egypt,2008,786.8
Egypt,2009,820.306
Egypt,2010,855.174
Egypt,2011,897.446
Egypt,2012,934.449
Egypt,2013,927.703
Egypt,2014,915.915
Egypt,2015,929.656
Egypt,2016,983.211
Egypt,2017,1024.652
Egypt,2018,1023.593
Egypt,2019,993.525
Egypt,2020,919.159
Egypt,2021,988.449
Egypt,2022,1042.99
Estonia,1985,118.453
Estonia,1986,117.883
Estonia,1987,119.666
Estonia,1988,117.633
Estonia,1989,121.225
Estonia,1990,127.571
Estonia,1991,116.732
Estonia,1992,81.388
Estonia,1993,67.587
Estonia,1994,68.539
Estonia,1995,62.147
Estonia,1996,65.997
Estonia,1997,65.002
Estonia,1998,58.293
Estonia,1999,53.684
Estonia,2000,55.297
Estonia,2001,57.751
Estonia,2002,57.499
Estonia,2003,62.686
Estonia,2004,63.917
Estonia,2005,64.143
Estonia,2006,63.292
Estonia,2007,73.315
Estonia,2008,67.233
Estonia,2009,57.061
Estonia,2010,69.847
Estonia,2011,69.313
Estonia,2012,68.937
Estonia,2013,73.686
Estonia,2014,69.839
Estonia,2015,63.885
Estonia,2016,66.0
Estonia,2017,72.885
Estonia,2018,71.619
Estonia,2019,56.056
Estonia,2020,49.837
Estonia,2021,52.478
Estonia,2022,52.255
Europe,1965,18040.414
Europe,1966,18725.041
Europe,1967,19468.668
Europe,1968,20525.055
Europe,1969,21843.609
Europe,1970,23158.85
Europe,1971,23970.354
Europe,1972,25122.734
Europe,1973,26532.684
Europe,1974,26674.383
Europe,1975,26900.479
Europe,1976,28305.391
Europe,1977,28758.291
Europe,1978,29879.764
Europe,1979,30836.889
Europe,1980,30477.561
Europe,1981,29954.541
Europe,1982,29827.781
Europe,1983,30016.596
Europe,1984,30561.48
Europe,1985,29190.621
Europe,1986,29672.891
Europe,1987,30192.584
Europe,1988,30268.707
Europe,1989,30267.363
Europe,1990,30296.844
Europe,1991,29730.371
Europe,1992,28381.848
Europe,1993,27056.703
Europe,1994,25796.328
Europe,1995,25632.396
Europe,1996,25801.768
Europe,1997,25174.148
Europe,1998,25276.344
Europe,1999,25109.949
Europe,2000,25307.494
Europe,2001,25628.006
Europe,2002,25563.428
Europe,2003,26156.68
Europe,2004,26344.371
Europe,2005,26396.191
Europe,2006,26829.59
Europe,2007,26579.707
Europe,2008,26351.707
Europe,2009,24480.172
Europe,2010,25354.889
Europe,2011,25048.824
Europe,2012,24734.588
Europe,2013,24189.742
Europe,2014,23169.67
Europe,2015,23058.387
Europe,2016,23445.352
Europe,2017,23643.029
Europe,2018,23765.145
Europe,2019,23216.477
Europe,2020,21209.012
Europe,2021,22591.658
Europe,2022,21391.652
Finland,1974,170.377
Finland,1975,175.149
Finland,1976,196.002
Finland,1977,193.424
Finland,1978,207.749
Finland,1979,214.705
Finland,1980,214.663
Finland,1981,185.531
Finland,1982,177.92
Finland,1983,171.277
Finland,1984,180.004
Finland,1985,195.565
Finland,1986,198.632
Finland,1987,208.147
Finland,1988,207.697
Finland,1989,211.29
Finland,1990,220.153
Finland,1991,220.412
Finland,1992,214.544
Finland,1993,217.083
Finland,1994,238.417
Finland,1995,218.854
Finland,1996,238.311
Finland,1997,231.651
Finland,1998,227.866
